pid,Number,Name,Type1,Type2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Experience,FinalEvolution,CatchRate,Legendary,Height,Weight,BMI,outterR,innerR,Img
346,254,Mega Sceptile,Grass,Dragon,[],70,110,75,145,85,145,630,105,1059860,1,45,0,1.9,55.2,15.3,9.25,2.3125,mega sceptile
347,255,Torchic,Fire,,"['Blaze', 'Speed Boost']",45,60,40,70,50,45,310,51.66666667,1059860,0,45,0,0.4,2.5,15.6,5,1.25,torchic
348,256,Combusken,Fire,Fighting,"['Blaze', 'Speed Boost']",60,85,60,85,60,55,405,67.5,1059860,0,45,0,0.9,19.5,24.1,7.25,1.8125,combusken
349,257,Blaziken,Fire,Fighting,"['Blaze', 'Speed Boost']",80,120,70,110,70,80,530,88.33333333,1059860,1,45,0,1.9,52,14.4,9.5,2.375,blaziken
350,257,Mega Blaziken,Fire,Fighting,['Speed Boost'],80,160,80,130,80,100,630,105,1059860,1,45,0,1.9,52,14.4,12,3,mega blaziken
351,258,Mudkip,Water,,"['Damp', 'Torrent']",50,70,50,50,50,40,310,51.66666667,1059860,0,45,0,0.4,7.6,47.5,6,1.5,mudkip
352,259,Marshtomp,Water,Ground,"['Damp', 'Torrent']",70,85,70,60,70,50,405,67.5,1059860,0,45,0,0.7,28,57.1,7.75,1.9375,marshtomp
354,260,Swampert,Water,Ground,"['Damp', 'Torrent']",100,110,90,85,90,60,535,89.16666667,1059860,1,45,0,1.5,81.9,36.4,10,2.5,swampert
353,260,Mega Swampert,Water,Ground,['Swift Swim'],100,150,110,95,110,70,635,105.8333333,1059860,1,45,0,1.9,102,28.3,13,3.25,mega swampert
660,261,Poochyena,Dark,,"['Quick Feet', 'Rattled', 'Run Away']",35,55,35,30,30,35,220,36.66666667,1000000,0,255,0,0.5,13.6,54.4,4.5,1.125,poochyena
661,262,Mightyena,Dark,,"['Intimidate', 'Moxie', 'Quick Feet']",70,90,70,60,60,70,420,70,1000000,1,127,0,1,37,37,8,2,mightyena
663,263,Zigzagoon,Normal,,"['Gluttony', 'Pickup', 'Quick Feet']",38,30,41,30,41,60,240,40,1000000,0,255,0,0.4,17.5,109.4,3.55,0.8875,zigzagoon
662,263,Galarian Zigzagoon,Dark,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",38,30,41,30,41,60,240,40,1000000,0,255,0,0.4,17.5,109.4,3.55,0.8875,galarian zigzagoon
664,264,Linoone,Normal,,"['Gluttony', 'Pickup', 'Quick Feet']",78,70,61,50,61,100,420,70,1000000,1,90,0,0.5,32.5,130,6.55,1.6375,linoone
665,264,Galarian Linoone,Dark,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",78,70,61,50,61,100,420,70,1000000,0,90,0,0.5,32.5,130,6.55,1.6375,galarian linoone
666,265,Wurmple,Bug,,"['Run Away', 'Shield Dust']",45,45,35,20,30,20,195,32.5,1000000,0,255,0,0.3,3.6,40,4,1,wurmple
667,266,Silcoon,Bug,,['Shed Skin'],50,35,55,25,25,15,205,34.16666667,1000000,0,120,0,0.6,10,27.8,4.5,1.125,silcoon
668,267,Beautifly,Bug,Flying,"['Rivalry', 'Swarm']",60,70,50,100,50,65,395,65.83333333,1000000,1,45,0,1,28.4,28.4,6,1.5,beautifly
669,268,Cascoon,Bug,,['Shed Skin'],50,35,55,25,25,15,205,34.16666667,1000000,0,120,0,0.7,11.5,23.5,4.5,1.125,cascoon
670,269,Dustox,Bug,Poison,['Shield Dust'],60,50,70,50,90,65,385,64.16666667,1000000,1,45,0,1.2,31.6,21.9,6,1.5,dustox
355,270,Lotad,Water,Grass,"['Own Tempo', 'Rain Dish', 'Swift Swim']",40,30,30,40,50,30,220,36.66666667,1059860,0,255,0,0.5,2.6,10.4,3,0.75,lotad
356,271,Lombre,Water,Grass,"['Own Tempo', 'Rain Dish', 'Swift Swim']",60,50,50,60,70,50,340,56.66666667,1059860,0,120,0,1.2,32.5,22.6,5,1.25,lombre
357,272,Ludicolo,Water,Grass,"['Own Tempo', 'Rain Dish', 'Swift Swim']",80,70,70,90,100,70,480,80,1059860,1,45,0,1.5,55,24.4,7,1.75,ludicolo
358,273,Seedot,Grass,,"['Chlorophyll', 'Early Bird', 'Pickpocket']",40,40,50,30,30,30,220,36.66666667,1059860,0,255,0,0.5,4,16,4.5,1.125,seedot
359,274,Nuzleaf,Grass,Dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",70,70,40,60,40,60,340,56.66666667,1059860,0,120,0,1,28,28,5.5,1.375,nuzleaf
360,275,Shiftry,Grass,Dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",90,100,60,90,60,80,480,80,1059860,1,45,0,1.3,59.6,35.3,8,2,shiftry
361,276,Taillow,Normal,Flying,"['Guts', 'Scrappy']",40,55,30,30,30,85,270,45,1059860,0,200,0,0.3,2.3,25.6,4.25,1.0625,taillow
362,277,Swellow,Normal,Flying,"['Guts', 'Scrappy']",60,85,60,75,50,125,455,75.83333333,1059860,1,45,0,0.7,19.8,40.4,7.25,1.8125,swellow
671,278,Wingull,Water,Flying,"['Hydration', 'Keen Eye', 'Rain Dish']",40,30,30,55,30,85,270,45,1000000,0,190,0,0.6,9.5,26.4,3,0.75,wingull
672,279,Pelipper,Water,Flying,"['Drizzle', 'Keen Eye', 'Rain Dish']",60,50,100,95,70,65,440,73.33333333,1000000,1,45,0,1.2,28,19.4,7.5,1.875,pelipper
72,280,Ralts,Psychic,Fairy,"['Synchronize', 'Telepathy', 'Trace']",28,25,25,45,35,40,198,33,1250000,0,235,0,0.4,6.6,41.3,2.5,0.625,ralts
73,281,Kirlia,Psychic,Fairy,"['Synchronize', 'Telepathy', 'Trace']",38,35,35,65,55,50,278,46.33333333,1250000,0,120,0,0.8,20.2,31.6,3.5,0.875,kirlia
74,282,Gardevoir,Psychic,Fairy,"['Synchronize', 'Telepathy', 'Trace']",68,65,65,125,115,80,518,86.33333333,1250000,1,45,0,1.6,48.4,18.9,6.5,1.625,gardevoir
75,282,Mega Gardevoir,Psychic,Fairy,['Pixilate'],68,85,65,165,135,100,618,103,1250000,1,45,0,1.6,48.4,18.9,7.5,1.875,mega gardevoir
673,283,Surskit,Bug,Water,"['Rain Dish', 'Swift Swim']",40,30,32,50,52,65,269,44.83333333,1000000,0,200,0,0.5,1.7,6.8,3.1,0.775,surskit
674,284,Masquerain,Bug,Flying,"['Intimidate', 'Unnerve']",70,60,62,100,82,80,454,75.66666667,1000000,1,75,0,0.8,3.6,5.6,6.1,1.525,masquerain
1,285,Shroomish,Grass,,"['Effect Spore', 'Poison Heal', 'Quick Feet']",60,40,60,40,60,35,295,49.16666667,1640000,0,255,0,0.4,4.5,28.1,5,1.25,shroomish
2,286,Breloom,Grass,Fighting,"['Effect Spore', 'Poison Heal', 'Technician']",60,130,80,60,60,70,460,76.66666667,1640000,1,90,0,1.2,39.2,27.2,10.5,2.625,breloom
76,287,Slakoth,Normal,,['Truant'],60,60,60,35,35,30,280,46.66666667,1250000,0,255,0,0.8,24,37.5,6,1.5,slakoth
77,288,Vigoroth,Normal,,['Vital Spirit'],80,80,80,55,55,90,440,73.33333333,1250000,0,120,0,1.4,46.5,23.7,8,2,vigoroth
78,289,Slaking,Normal,,['Truant'],150,160,100,95,65,100,670,111.6666667,1250000,1,45,0,2,130.5,32.6,13,3.25,slaking
1006,290,Nincada,Bug,Ground,['Run Away'],31,45,90,30,30,40,266,44.33333333,600000,0,255,0,0.5,5.5,22,6.75,1.6875,nincada
1007,291,Ninjask,Bug,Flying,"['Infiltrator', 'Speed Boost']",61,90,45,50,50,160,456,76,600000,1,120,0,0.8,12,18.8,6.75,1.6875,ninjask
1008,292,Shedinja,Bug,Ghost,['Wonder Guard'],1,90,45,30,30,40,236,39.33333333,600000,1,45,0,0.8,1.2,1.9,6.75,1.6875,shedinja
363,293,Whismur,Normal,,"['Rattled', 'Soundproof']",64,51,23,51,23,28,240,40,1059860,0,190,0,0.6,16.3,45.3,3.7,0.925,whismur
364,294,Loudred,Normal,,"['Scrappy', 'Soundproof']",84,71,43,71,43,48,360,60,1059860,0,120,0,1,40.5,40.5,5.7,1.425,loudred
365,295,Exploud,Normal,,"['Scrappy', 'Soundproof']",104,91,63,91,73,68,490,81.66666667,1059860,1,45,0,1.5,84,37.3,7.7,1.925,exploud
3,296,Makuhita,Fighting,,"['Guts', 'Sheer Force', 'Thick Fat']",72,60,30,20,30,25,237,39.5,1640000,0,180,0,1,86.4,86.4,4.5,1.125,makuhita
4,297,Hariyama,Fighting,,"['Guts', 'Sheer Force', 'Thick Fat']",144,120,60,40,60,50,474,79,1640000,1,200,0,2.3,253.8,48,9,2.25,hariyama
963,298,Azurill,Normal,Fairy,"['Huge Power', 'Sap Sipper', 'Thick Fat']",50,20,40,20,40,20,190,31.66666667,800000,0,150,0,0.2,2,50,3,0.75,azurill
675,299,Nosepass,Rock,,"['Magnet Pull', 'Sand Force', 'Sturdy']",30,45,135,45,90,30,375,62.5,1000000,0,255,0,1,97,97,9,2.25,nosepass
964,300,Skitty,Normal,,"['Cute Charm', 'Normalize', 'Wonder Skin']",50,45,45,35,35,50,260,43.33333333,800000,0,255,0,0.6,11,30.6,4.5,1.125,skitty
965,301,Delcatty,Normal,,"['Cute Charm', 'Normalize', 'Wonder Skin']",70,65,65,55,55,90,400,66.66666667,800000,1,60,0,1.1,32.6,26.9,6.5,1.625,delcatty
366,302,Sableye,Dark,Ghost,"['Keen Eye', 'Prankster', 'Stall']",50,75,75,65,65,50,380,63.33333333,1059860,1,45,0,0.5,11,44,7.5,1.875,sableye
367,302,Mega Sableye,Dark,Ghost,['Magic Bounce'],50,85,125,85,115,20,480,80,1059860,1,45,0,0.5,161,644,10.5,2.625,mega sableye
966,303,Mawile,Steel,Fairy,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",50,85,85,55,55,50,380,63.33333333,800000,1,45,0,0.6,11.5,31.9,8.5,2.125,mawile
967,303,Mega Mawile,Steel,Fairy,['Huge Power'],50,105,125,55,95,50,480,80,800000,1,45,0,1,23.5,23.5,11.5,2.875,mega mawile
79,304,Aron,Steel,Rock,"['Heavy Metal', 'Rock Head', 'Sturdy']",50,70,100,40,40,30,330,55,1250000,0,180,0,0.4,60,375,8.5,2.125,aron
80,305,Lairon,Steel,Rock,"['Heavy Metal', 'Rock Head', 'Sturdy']",60,90,140,50,50,40,430,71.66666667,1250000,0,90,0,0.9,120,148.1,11.5,2.875,lairon
82,306,Aggron,Steel,Rock,"['Heavy Metal', 'Rock Head', 'Sturdy']",70,110,180,60,60,50,530,88.33333333,1250000,1,45,0,2.1,360,81.6,14.5,3.625,aggron
81,306,Mega Aggron,Steel,,['Filter'],70,140,230,60,80,50,630,105,1250000,1,45,0,2.2,395,81.6,18.5,4.625,mega aggron
676,307,Meditite,Fighting,Psychic,"['Pure Power', 'Telepathy']",30,40,55,40,55,60,280,46.66666667,1000000,0,180,0,0.6,11.2,31.1,4.75,1.1875,meditite
677,308,Medicham,Fighting,Psychic,"['Pure Power', 'Telepathy']",60,60,75,60,75,80,410,68.33333333,1000000,1,90,0,1.3,31.5,18.6,6.75,1.6875,medicham
678,308,Mega Medicham,Fighting,Psychic,['Pure Power'],60,100,85,80,85,100,510,85,1000000,1,90,0,1.3,31.5,18.6,9.25,2.3125,mega medicham
83,309,Electrike,Electric,,"['Lightning Rod', 'Minus', 'Static']",40,45,40,65,40,65,295,49.16666667,1250000,0,120,0,0.6,15.2,42.2,4.25,1.0625,electrike
84,310,Manectric,Electric,,"['Lightning Rod', 'Minus', 'Static']",70,75,60,105,60,105,475,79.16666667,1250000,1,45,0,1.5,40.2,17.9,6.75,1.6875,manectric
85,310,Mega Manectric,Electric,,['Intimidate'],70,75,80,135,80,135,575,95.83333333,1250000,1,45,0,1.8,44,13.6,7.75,1.9375,mega manectric
679,311,Plusle,Electric,,"['Lightning Rod', 'Plus']",60,50,40,85,75,95,405,67.5,1000000,1,200,0,0.4,4.2,26.3,4.5,1.125,plusle
680,312,Minun,Electric,,"['Minus', 'Volt Absorb']",60,40,50,75,85,95,405,67.5,1000000,1,200,0,0.4,4.2,26.3,4.5,1.125,minun
1009,313,Volbeat,Bug,,"['Illuminate', 'Prankster', 'Swarm']",65,73,75,47,85,85,430,71.66666667,600000,1,150,0,0.7,17.7,36.1,7.4,1.85,volbeat
5,314,Illumise,Bug,,"['Oblivious', 'Prankster', 'Tinted Lens']",65,47,75,73,85,85,430,71.66666667,1640000,1,150,0,0.6,17.7,49.2,6.1,1.525,illumise
368,315,Roselia,Grass,Poison,"['Leaf Guard', 'Natural Cure', 'Poison Point']",50,60,45,100,80,65,400,66.66666667,1059860,0,150,0,0.3,2,22.2,5.25,1.3125,roselia
6,316,Gulpin,Poison,,"['Gluttony', 'Liquid Ooze', 'Sticky Hold']",70,43,53,43,53,40,302,50.33333333,1640000,0,225,0,0.4,10.3,64.4,4.8,1.2,gulpin
7,317,Swalot,Poison,,"['Gluttony', 'Liquid Ooze', 'Sticky Hold']",100,73,83,73,83,55,467,77.83333333,1640000,1,75,0,1.7,80,27.7,7.8,1.95,swalot
86,318,Carvanha,Water,Dark,"['Rough Skin', 'Speed Boost']",45,90,20,65,20,65,305,50.83333333,1250000,0,225,0,0.8,20.8,32.5,5.5,1.375,carvanha
87,319,Sharpedo,Water,Dark,"['Rough Skin', 'Speed Boost']",70,120,40,95,40,95,460,76.66666667,1250000,1,60,0,1.8,88.8,27.4,8,2,sharpedo
88,319,Mega Sharpedo,Water,Dark,['Strong Jaw'],70,140,70,110,65,105,560,93.33333333,1250000,1,60,0,2.5,130.3,20.8,10.5,2.625,mega sharpedo
8,320,Wailmer,Water,,"['Oblivious', 'Pressure', 'Water Veil']",130,70,35,70,35,60,400,66.66666667,1640000,0,125,0,2,130,32.5,5.25,1.3125,wailmer
9,321,Wailord,Water,,"['Oblivious', 'Pressure', 'Water Veil']",170,90,45,90,45,60,500,83.33333333,1640000,1,60,0,14.5,398,1.9,6.75,1.6875,wailord
681,322,Numel,Fire,Ground,"['Oblivious', 'Own Tempo', 'Simple']",60,60,40,65,45,35,305,50.83333333,1000000,0,255,0,0.7,24,49,5,1.25,numel
683,323,Camerupt,Fire,Ground,"['Anger Point', 'Magma Armor', 'Solid Rock']",70,100,70,105,75,40,460,76.66666667,1000000,1,150,0,1.9,220,60.9,8.5,2.125,camerupt
682,323,Mega Camerupt,Fire,Ground,['Sheer Force'],70,120,100,145,105,20,560,93.33333333,1000000,1,150,0,2.5,320.5,51.3,11,2.75,mega camerupt
684,324,Torkoal,Fire,,"['Drought', 'Shell Armor', 'White Smoke']",70,85,140,85,70,20,470,78.33333333,1000000,1,90,0,0.5,80.4,321.6,11.25,2.8125,torkoal
968,325,Spoink,Psychic,,"['Gluttony', 'Own Tempo', 'Thick Fat']",60,25,35,70,80,60,330,55,800000,0,255,0,0.7,30.6,62.4,3,0.75,spoink
969,326,Grumpig,Psychic,,"['Gluttony', 'Own Tempo', 'Thick Fat']",80,45,65,90,110,80,470,78.33333333,800000,1,60,0,0.9,71.5,88.3,5.5,1.375,grumpig
970,327,Spinda,Normal,,"['Contrary', 'Own Tempo', 'Tangled Feet']",60,60,60,60,60,60,360,60,800000,1,255,0,1.1,5,4.1,6,1.5,spinda
369,328,Trapinch,Ground,,"['Arena Trap', 'Hyper Cutter', 'Sheer Force']",45,100,45,45,45,10,290,48.33333333,1059860,0,255,0,0.7,15,30.6,7.25,1.8125,trapinch
370,329,Vibrava,Ground,Dragon,['Levitate'],50,70,50,50,50,70,340,56.66666667,1059860,0,120,0,1.1,15.3,12.6,6,1.5,vibrava
371,330,Flygon,Ground,Dragon,['Levitate'],80,100,80,80,80,100,520,86.66666667,1059860,1,45,0,2,82,20.5,9,2.25,flygon
372,331,Cacnea,Grass,,"['Sand Veil', 'Water Absorb']",50,85,40,85,40,35,335,55.83333333,1059860,0,190,0,0.4,51.3,320.6,6.25,1.5625,cacnea
373,332,Cacturne,Grass,Dark,"['Sand Veil', 'Water Absorb']",70,115,60,115,60,55,475,79.16666667,1059860,1,60,0,1.3,77.4,45.8,8.75,2.1875,cacturne
1010,333,Swablu,Normal,Flying,"['Cloud Nine', 'Natural Cure']",45,40,60,40,75,50,310,51.66666667,600000,0,255,0,0.4,1.2,7.5,5,1.25,swablu
1012,334,Altaria,Dragon,Flying,"['Cloud Nine', 'Natural Cure']",75,70,90,70,105,80,490,81.66666667,600000,1,45,0,1.1,20.6,17,8,2,altaria
1011,334,Mega Altaria,Dragon,Fairy,['Pixilate'],75,110,110,110,105,80,590,98.33333333,600000,1,45,0,1.5,20.6,9.2,11,2.75,mega altaria
1013,335,Zangoose,Normal,,"['Immunity', 'Toxic Boost']",73,115,60,60,60,90,458,76.33333333,600000,1,90,0,1.3,40.3,23.8,8.75,2.1875,zangoose
10,336,Seviper,Poison,,"['Infiltrator', 'Shed Skin']",73,100,60,100,60,65,458,76.33333333,1640000,1,90,0,2.7,52.5,7.2,8,2,seviper
971,337,Lunatone,Rock,Psychic,['Levitate'],90,55,65,95,85,70,460,76.66666667,800000,1,45,0,1,168,168,6,1.5,lunatone
972,338,Solrock,Rock,Psychic,['Levitate'],90,95,85,55,65,70,460,76.66666667,800000,1,45,0,1.2,154,106.9,9,2.25,solrock
685,339,Barboach,Water,Ground,"['Anticipation', 'Hydration', 'Oblivious']",50,48,43,46,41,60,288,48,1000000,0,190,0,0.4,1.9,11.9,4.55,1.1375,barboach
686,340,Whiscash,Water,Ground,"['Anticipation', 'Hydration', 'Oblivious']",110,78,73,76,71,60,468,78,1000000,1,75,0,0.9,23.6,29.1,7.55,1.8875,whiscash
11,341,Corphish,Water,,"['Adaptability', 'Hyper Cutter', 'Shell Armor']",43,80,65,50,35,35,308,51.33333333,1640000,0,205,0,0.6,11.5,31.9,7.25,1.8125,corphish
12,342,Crawdaunt,Water,Dark,"['Adaptability', 'Hyper Cutter', 'Shell Armor']",63,120,85,90,55,55,468,78,1640000,1,155,0,1.1,32.8,27.1,10.25,2.5625,crawdaunt
687,343,Baltoy,Ground,Psychic,['Levitate'],40,40,55,40,70,55,300,50,1000000,0,255,0,0.5,21.5,86,4.75,1.1875,baltoy
688,344,Claydol,Ground,Psychic,['Levitate'],60,70,105,70,120,75,500,83.33333333,1000000,1,90,0,1.5,108,48,8.75,2.1875,claydol
1014,345,Lileep,Rock,Grass,"['Storm Drain', 'Suction Cups']",66,41,77,61,87,23,355,59.16666667,600000,0,45,0,1,23.8,23.8,5.9,1.475,lileep
1015,346,Cradily,Rock,Grass,"['Storm Drain', 'Suction Cups']",86,81,97,81,107,43,495,82.5,600000,1,45,0,1.5,60.4,26.8,8.9,2.225,cradily
1016,347,Anorith,Rock,Bug,"['Battle Armor', 'Swift Swim']",45,95,50,40,50,75,355,59.16666667,600000,0,45,0,0.7,12.5,25.5,7.25,1.8125,anorith
1017,348,Armaldo,Rock,Bug,"['Battle Armor', 'Swift Swim']",75,125,100,70,80,45,495,82.5,600000,1,45,0,1.5,68.2,30.3,11.25,2.8125,armaldo
1018,349,Feebas,Water,,"['Adaptability', 'Oblivious', 'Swift Swim']",20,15,20,10,55,80,200,33.33333333,600000,0,255,0,0.6,7.4,20.6,1.75,0.4375,feebas
1019,350,Milotic,Water,,"['Competitive', 'Cute Charm', 'Marvel Scale']",95,60,79,100,125,81,540,90,600000,1,60,0,6.2,162,4.2,6.95,1.7375,milotic
689,351,Castform,Normal,,['Forecast'],70,70,70,70,70,70,420,70,1000000,1,45,0,0.3,0.8,8.9,7,1.75,castform
374,352,Kecleon,Normal,,"['Color Change', 'Protean']",60,90,70,60,120,40,440,73.33333333,1059860,1,200,0,1,22,22,8,2,kecleon
973,353,Shuppet,Ghost,,"['Cursed Body', 'Frisk', 'Insomnia']",44,75,35,63,33,45,295,49.16666667,800000,0,225,0,0.6,2.3,6.4,5.5,1.375,shuppet
975,354,Banette,Ghost,,"['Cursed Body', 'Frisk', 'Insomnia']",64,115,65,83,63,65,455,75.83333333,800000,1,45,0,1.1,12.5,10.3,9,2.25,banette
974,354,Mega Banette,Ghost,,['Prankster'],64,165,75,93,83,75,555,92.5,800000,1,45,0,1.2,13,9,12,3,mega banette
976,355,Duskull,Ghost,,"['Frisk', 'Levitate']",20,40,90,30,90,25,295,49.16666667,800000,0,190,0,0.8,15,23.4,6.5,1.625,duskull
977,356,Dusclops,Ghost,,"['Frisk', 'Pressure']",40,70,130,60,130,25,455,75.83333333,800000,0,90,0,1.6,30.6,12,10,2.5,dusclops
89,357,Tropius,Grass,Flying,"['Chlorophyll', 'Harvest', 'Solar Power']",99,68,83,72,87,51,460,76.66666667,1250000,1,200,0,2,100,25,7.55,1.8875,tropius
978,358,Chimecho,Psychic,,['Levitate'],75,50,80,95,90,65,455,75.83333333,800000,1,45,0,0.6,1,2.8,6.5,1.625,chimecho
376,359,Absol,Dark,,"['Justified', 'Pressure', 'Super Luck']",65,130,60,75,60,75,465,77.5,1059860,1,30,0,1.2,47,32.6,9.5,2.375,absol
375,359,Mega Absol,Dark,,['Magic Bounce'],65,150,60,115,60,115,565,94.16666667,1059860,1,30,0,1.2,49,34,10.5,2.625,mega absol
690,360,Wynaut,Psychic,,"['Shadow Tag', 'Telepathy']",95,23,48,23,48,23,260,43.33333333,1000000,0,125,0,0.6,14,38.9,3.55,0.8875,wynaut
691,361,Snorunt,Ice,,"['Ice Body', 'Inner Focus', 'Moody']",50,50,50,50,50,50,300,50,1000000,0,190,0,0.7,16.8,34.3,5,1.25,snorunt
692,362,Glalie,Ice,,"['Ice Body', 'Inner Focus', 'Moody']",80,80,80,80,80,80,480,80,1000000,1,75,0,1.5,256.5,114,8,2,glalie
693,362,Mega Glalie,Ice,,['Refrigerate'],80,120,80,120,80,100,580,96.66666667,1000000,1,75,0,2.1,350.2,79.4,10,2.5,mega glalie
377,363,Spheal,Ice,Water,"['Ice Body', 'Oblivious', 'Thick Fat']",70,40,50,55,50,25,290,48.33333333,1059860,0,255,0,0.8,39.5,61.7,4.5,1.125,spheal
378,364,Sealeo,Ice,Water,"['Ice Body', 'Oblivious', 'Thick Fat']",90,60,70,75,70,45,410,68.33333333,1059860,0,120,0,1.1,87.6,72.4,6.5,1.625,sealeo
379,365,Walrein,Ice,Water,"['Ice Body', 'Oblivious', 'Thick Fat']",110,80,90,95,90,65,530,88.33333333,1059860,1,45,0,1.4,150.6,76.8,8.5,2.125,walrein
1020,366,Clamperl,Water,,"['Rattled', 'Shell Armor']",35,64,85,74,55,32,345,57.5,600000,0,255,0,0.4,52.5,328.1,7.45,1.8625,clamperl
1021,367,Huntail,Water,,"['Swift Swim', 'Water Veil']",55,104,105,94,75,52,485,80.83333333,600000,1,60,0,1.7,27,9.3,10.45,2.6125,huntail
1022,368,Gorebyss,Water,,"['Hydration', 'Swift Swim']",55,84,105,114,75,52,485,80.83333333,600000,1,60,0,1.8,22.6,7,9.45,2.3625,gorebyss
90,369,Relicanth,Water,Rock,"['Rock Head', 'Sturdy', 'Swift Swim']",100,90,130,45,65,55,485,80.83333333,1250000,1,25,0,1,23.4,23.4,11,2.75,relicanth
979,370,Luvdisc,Water,,"['Hydration', 'Swift Swim']",43,30,55,40,65,97,330,55,800000,1,225,0,0.6,8.7,24.2,4.25,1.0625,luvdisc
91,371,Bagon,Dragon,,"['Rock Head', 'Sheer Force']",45,75,60,40,30,50,300,50,1250000,0,45,0,0.6,42.1,116.9,6.75,1.6875,bagon
92,372,Shelgon,Dragon,,"['Overcoat', 'Rock Head']",65,95,100,60,50,50,420,70,1250000,0,45,0,1.1,110.5,91.3,9.75,2.4375,shelgon
94,373,Salamence,Dragon,Flying,"['Intimidate', 'Moxie']",95,135,80,110,80,100,600,100,1250000,1,45,0,1.5,102.6,45.6,10.75,2.6875,salamence
93,373,Mega Salamence,Dragon,Flying,['Aerilate'],95,145,130,120,90,120,700,116.6666667,1250000,1,45,0,1.8,112.6,34.8,13.75,3.4375,mega salamence
95,374,Beldum,Steel,Psychic,"['Clear Body', 'Light Metal']",40,55,80,35,60,30,300,50,1250000,0,3,0,0.6,95.2,264.4,6.75,1.6875,beldum
96,375,Metang,Steel,Psychic,"['Clear Body', 'Light Metal']",60,75,100,55,80,50,420,70,1250000,0,3,0,1.2,202.5,140.6,8.75,2.1875,metang
97,376,Metagross,Steel,Psychic,"['Clear Body', 'Light Metal']",80,135,130,95,90,70,600,100,1250000,1,3,0,1.6,550,214.8,13.25,3.3125,metagross
98,376,Mega Metagross,Steel,Psychic,['Tough Claws'],80,145,150,105,110,110,700,116.6666667,1250000,1,3,0,2.5,942.9,150.9,14.75,3.6875,mega metagross
99,377,Regirock,Rock,,"['Clear Body', 'Sturdy']",80,100,200,50,100,50,580,96.66666667,1250000,1,3,1,1.7,230,79.6,15,3.75,regirock
100,378,Regice,Ice,,"['Clear Body', 'Ice Body']",80,50,100,100,200,50,580,96.66666667,1250000,1,3,1,1.8,175,54,7.5,1.875,regice
101,379,Registeel,Steel,,"['Clear Body', 'Light Metal']",80,75,150,75,150,50,580,96.66666667,1250000,1,3,1,1.9,205,56.8,11.25,2.8125,registeel
102,380,Latias,Dragon,Psychic,['Levitate'],80,80,90,110,130,110,600,100,1250000,1,3,1,1.4,40,20.4,8.5,2.125,latias
103,380,Mega Latias,Dragon,Psychic,['Levitate'],80,100,120,140,150,110,700,116.6666667,1250000,1,3,1,1.8,52,16,11,2.75,mega latias
105,381,Latios,Dragon,Psychic,['Levitate'],80,90,80,130,110,110,600,100,1250000,1,3,1,2,60,15,8.5,2.125,latios
104,381,Mega Latios,Dragon,Psychic,['Levitate'],80,130,100,160,120,110,700,116.6666667,1250000,1,3,1,2.3,70,13.2,11.5,2.875,mega latios
106,382,Kyogre,Water,,['Drizzle'],100,100,90,150,140,90,670,111.6666667,1250000,1,3,1,4.5,352,17.4,9.5,2.375,kyogre
107,382,Primal Kyogre,Water,,['Primordial Sea'],100,150,90,180,160,90,770,128.3333333,1250000,1,3,1,9.8,430,4.5,12,3,primal kyogre
108,383,Groudon,Ground,,['Drought'],100,150,140,100,90,90,670,111.6666667,1250000,1,3,1,3.5,950,77.6,14.5,3.625,groudon
109,383,Primal Groudon,Ground,Fire,['Desolate Land'],100,180,160,150,90,90,770,128.3333333,1250000,1,3,1,5,999.7,40,17,4.25,primal groudon
111,384,Rayquaza,Dragon,Flying,['Air Lock'],105,150,90,150,90,95,680,113.3333333,1250000,1,45,1,7,206.5,4.2,12,3,rayquaza
110,384,Mega Rayquaza,Dragon,Flying,['Delta Stream'],105,180,100,180,100,115,780,130,1250000,1,45,1,10.8,392,3.4,14,3.5,mega rayquaza
112,385,Jirachi,Steel,Psychic,['Serene Grace'],100,100,100,100,100,100,600,100,1250000,1,3,1,0.3,1.1,12.2,10,2.5,jirachi
114,386,Deoxys Normal Form,Psychic,,['Pressure'],50,150,50,150,50,150,600,100,1250000,1,3,1,1.7,60.8,21,10,2.5,deoxys normal form
115,386,Deoxys Defense Form,Psychic,,['Pressure'],50,70,160,70,160,90,600,100,1250000,1,3,1,1.7,60.8,21,11.5,2.875,deoxys defense form
116,386,Deoxys Attack Form,Psychic,,['Pressure'],50,180,20,180,20,150,600,100,1250000,1,3,1,1.7,60.8,21,10,2.5,deoxys attack form
113,386,Deoxys Speed Form,Psychic,,['Pressure'],50,95,90,95,90,180,600,100,1250000,1,3,1,1.7,60.8,21,9.25,2.3125,deoxys speed form
380,387,Turtwig,Grass,,"['Overgrow', 'Shell Armor']",55,68,64,45,55,31,318,53,1059860,0,45,0,0.4,10.2,63.8,6.6,1.65,turtwig
381,388,Grotle,Grass,,"['Overgrow', 'Shell Armor']",75,89,85,55,65,36,405,67.5,1059860,0,45,0,1.1,97,80.2,8.7,2.175,grotle
