pid,Number,Name,Type1,Type2,HP,Spa,Spd,Spe,Att,Def,Experience,FinalEvolution,CatchRate,Legendary,outterR,innerR,leftX1,leftX2,rightX2,rightX1,innerX,Height,Weight,BMI
359,274,Nuzleaf,Grass,Dark,70,55,55,90,70,40,1059860,0,120,0,5.5,1.375,114.5,120.125,125.5,122.875,121.5,1.1,32.6,26.9
360,275,Shiftry,Grass,Dark,50,65,65,50,100,60,1059860,1,45,0,8,2,37,45,53,49,47,0.5,11,44
361,276,Taillow,Normal,Flying,50,85,115,20,55,30,1059860,0,200,0,4.25,1.0625,195.75,200.1875,204.25,202.3125,201.25,0.5,161,644
362,277,Swellow,Normal,Flying,50,55,55,50,85,60,1059860,1,45,0,7.25,1.8125,37.75,44.4375,52.25,48.0625,46.25,0.6,11.5,31.9
363,293,Whismur,Normal,,50,55,95,50,51,23,1059860,0,190,0,3.7,0.925,186.3,190.475,193.7,192.325,191.4,1,23.5,23.5
364,294,Loudred,Normal,,50,40,40,30,71,43,1059860,0,120,0,5.7,1.425,114.3,119.975,125.7,122.825,121.4,0.4,60,375
365,295,Exploud,Normal,,60,50,50,40,91,63,1059860,1,45,0,7.7,1.925,37.3,44.475,52.7,48.325,46.4,0.9,120,148.1
366,302,Sableye,Dark,Ghost,70,60,60,50,75,75,1059860,1,45,0,7.5,1.875,37.5,43.125,52.5,46.875,45,2.1,360,81.6
367,302,Mega Sableye,Dark,Ghost,70,60,80,50,85,125,1059860,1,45,0,10.5,2.625,34.5,40.375,55.5,45.625,43,2.2,395,81.6
368,315,Roselia,Grass,Poison,30,40,55,60,60,45,1059860,0,150,0,5.25,1.3125,144.75,149.4375,155.25,152.0625,150.75,0.6,11.2,31.1
369,328,Trapinch,Ground,,60,60,75,80,100,45,1059860,0,255,0,7.25,1.8125,247.75,255.9375,262.25,259.5625,257.75,1.3,31.5,18.6
370,329,Vibrava,Ground,Dragon,60,80,85,100,70,50,1059860,0,120,0,6,1.5,114,119.5,126,122.5,121,1.3,31.5,18.6
371,330,Flygon,Ground,Dragon,40,65,40,65,100,80,1059860,1,45,0,9,2.25,36,43.75,54,48.25,46,0.6,15.2,42.2
372,331,Cacnea,Grass,,70,105,60,105,85,40,1059860,0,190,0,6.25,1.5625,183.75,190.6875,196.25,193.8125,192.25,1.5,40.2,17.9
373,332,Cacturne,Grass,Dark,70,135,80,135,115,60,1059860,1,60,0,8.75,2.1875,51.25,60.5625,68.75,64.9375,62.75,1.8,44,13.6
374,352,Kecleon,Normal,,60,85,75,95,90,70,1059860,1,200,0,8,2,192,199,208,203,201,0.4,4.2,26.3
375,359,Absol,Dark,,60,75,85,95,130,60,1059860,1,30,0,9.5,2.375,20.5,31.125,39.5,35.875,33.5,0.4,4.2,26.3
376,359,Mega Absol,Dark,,65,47,85,85,150,60,1059860,1,30,0,10.5,2.625,19.5,31.875,40.5,37.125,34.5,0.7,17.7,36.1
377,363,Spheal,Ice,Water,65,73,85,85,40,50,1059860,0,255,0,4.5,1.125,250.5,253.375,259.5,255.625,254.5,0.6,17.7,49.2
378,364,Sealeo,Ice,Water,50,100,80,65,60,70,1059860,0,120,0,6.5,1.625,113.5,117.875,126.5,121.125,119.5,0.3,2,22.2
379,365,Walrein,Ice,Water,70,43,53,40,80,90,1059860,1,45,0,8.5,2.125,36.5,42.375,53.5,46.625,44.5,0.4,10.3,64.4
380,387,Turtwig,Grass,,100,73,83,55,68,64,1059860,0,45,0,6.6,1.65,38.4,43.55,51.6,46.85,45.2,1.7,80,27.7
381,388,Grotle,Grass,,45,65,20,65,89,85,1059860,0,45,0,8.7,2.175,36.3,43.025,53.7,47.375,45.2,0.8,20.8,32.5
382,389,Torterra,Grass,Ground,70,95,40,95,109,105,1059860,1,45,0,10.7,2.675,34.3,42.525,55.7,47.875,45.2,1.8,88.8,27.4
383,390,Chimchar,Fire,,70,110,65,105,58,44,1059860,0,45,0,5.1,1.275,39.9,44.425,50.1,46.975,45.7,2.5,130.3,20.8
384,391,Monferno,Fire,Fighting,130,70,35,60,78,52,1059860,0,45,0,6.5,1.625,38.5,44.675,51.5,47.925,46.3,2,130,32.5
385,392,Infernape,Fire,Fighting,170,90,45,60,104,71,1059860,1,45,0,8.75,2.1875,36.25,44.4625,53.75,48.8375,46.65,14.5,398,1.9
386,393,Piplup,Water,,60,65,45,35,51,53,1059860,0,45,0,5.2,1.3,39.8,43.6,50.2,46.2,44.9,0.7,24,49
387,394,Prinplup,Water,,70,105,75,40,66,68,1059860,0,45,0,6.7,1.675,38.3,43.225,51.7,46.575,44.9,1.9,220,60.9
388,395,Empoleon,Water,Steel,70,145,105,20,86,88,1059860,1,45,0,8.7,2.175,36.3,42.725,53.7,47.075,44.9,2.5,320.5,51.3
389,396,Starly,Normal,Flying,70,85,70,20,55,30,1059860,0,255,0,4.25,1.0625,250.75,255.1875,259.25,257.3125,256.25,0.5,80.4,321.6
390,397,Staravia,Normal,Flying,60,70,80,60,75,50,1059860,0,120,0,6.25,1.5625,113.75,119.6875,126.25,122.8125,121.25,0.7,30.6,62.4
391,398,Staraptor,Normal,Flying,80,90,110,80,120,70,1059860,1,45,0,9.5,2.375,35.5,45.125,54.5,49.875,47.5,0.9,71.5,88.3
392,401,Kricketot,Bug,,60,60,60,60,25,41,1059860,0,255,0,3.3,0.825,251.7,253.375,258.3,255.025,254.2,1.1,5,4.1
393,402,Kricketune,Bug,,45,45,45,10,85,51,1059860,1,45,0,6.8,1.7,38.2,45,51.8,48.4,46.7,0.7,15,30.6
394,403,Shinx,Electric,,50,50,50,70,65,34,1059860,0,235,0,4.95,1.2375,230.05,235.3125,239.95,237.7875,236.55,1.1,15.3,12.6
395,404,Luxio,Electric,,80,80,80,100,85,49,1059860,0,120,0,6.7,1.675,113.3,120.125,126.7,123.475,121.8,2,82,20.5
396,405,Luxray,Electric,,50,85,40,35,120,79,1059860,1,45,0,9.95,2.4875,35.05,44.5625,54.95,49.5375,47.05,0.4,51.3,320.6
397,406,Budew,Grass,Poison,70,115,60,55,30,35,1059860,0,255,0,3.25,0.8125,251.75,253.9375,258.25,255.5625,254.75,1.3,77.4,45.8
398,407,Roserade,Grass,Poison,45,40,75,50,70,65,1059860,1,75,0,6.75,1.6875,68.25,73.5625,81.75,76.9375,75.25,0.4,1.2,7.5
399,415,Combee,Bug,Flying,75,70,105,80,30,42,1059860,0,120,0,3.6,0.9,116.4,118.5,123.6,120.3,119.4,1.1,20.6,17
400,416,Vespiquen,Bug,Flying,75,110,105,80,80,102,1059860,1,45,0,9.1,2.275,35.9,41.625,54.1,46.175,43.9,1.5,20.6,9.2
401,430,Honchkrow,Dark,Flying,73,60,60,90,125,52,1059860,1,30,0,8.85,2.2125,21.15,31.4375,38.85,35.8625,33.65,1.3,40.3,23.8
402,441,Chatot,Normal,Flying,73,100,60,65,65,45,1059860,1,30,0,5.5,1.375,24.5,29.625,35.5,32.375,31,2.7,52.5,7.2
403,447,Riolu,Fighting,,90,95,85,70,70,40,1059860,0,75,0,5.5,1.375,69.5,75.125,80.5,77.875,76.5,1,168,168
404,448,Lucario,Fighting,Steel,90,55,65,70,110,70,1059860,1,45,0,9,2.25,36,44.75,54,49.25,47,1.2,154,106.9
405,448,Mega Lucario,Fighting,Steel,50,46,41,60,145,88,1059860,1,45,0,11.65,2.9125,33.35,44.9375,56.65,50.7625,47.85,0.4,1.9,11.9
406,461,Weavile,Dark,Ice,110,76,71,60,120,65,1059860,1,45,0,9.25,2.3125,35.75,45.4375,54.25,50.0625,47.75,0.9,23.6,29.1
407,472,Gliscor,Ground,Flying,43,50,35,35,95,125,1059860,1,30,0,11,2.75,19,25.75,41,31.25,28.5,0.6,11.5,31.9
408,492,Shaymin,Grass,,63,90,55,55,100,100,1059860,1,45,1,10,2.5,35,42.5,55,47.5,45,1.1,32.8,27.1
409,492,Shaymin-Sky,Grass,Flying,40,40,70,55,103,75,1059860,1,45,1,8.9,2.225,36.1,44.175,53.9,48.625,46.4,0.5,21.5,86
410,495,Snivy,Grass,,60,70,120,75,45,55,1059860,0,45,0,5,1.25,40,43.25,50,45.75,44.5,1.5,108,48
411,496,Servine,Grass,,66,61,87,23,60,75,1059860,0,45,0,6.75,1.6875,38.25,42.5625,51.75,45.9375,44.25,1,23.8,23.8
412,497,Serperior,Grass,,86,81,107,43,75,95,1059860,1,45,0,8.5,2.125,36.5,41.875,53.5,46.125,44,1.5,60.4,26.8
413,498,Tepig,Fire,,45,40,50,75,63,45,1059860,0,45,0,5.4,1.35,39.6,44.55,50.4,47.25,45.9,0.7,12.5,25.5
414,499,Pignite,Fire,Fighting,75,70,80,45,93,55,1059860,0,45,0,7.4,1.85,37.6,45.05,52.4,48.75,46.9,1.5,68.2,30.3
415,500,Emboar,Fire,Fighting,20,10,55,80,123,65,1059860,1,45,0,9.4,2.35,35.6,45.55,54.4,50.25,47.9,0.6,7.4,20.6
416,501,Oshawott,Water,,95,100,125,81,55,45,1059860,0,45,0,5,1.25,40,44.25,50,46.75,45.5,6.2,162,4.2
417,502,Dewott,Water,,70,70,70,70,75,60,1059860,0,45,0,6.75,1.6875,38.25,44.0625,51.75,47.4375,45.75,0.3,0.8,8.9
418,503,Samurott,Water,,60,60,120,40,100,85,1059860,1,45,0,9.25,2.3125,35.75,43.4375,54.25,48.0625,45.75,1,22,22
419,506,Lillipup,Normal,,44,63,33,45,60,45,1059860,0,255,0,5.25,1.3125,249.75,254.4375,260.25,257.0625,255.75,0.6,2.3,6.4
420,507,Herdier,Normal,,64,83,63,65,80,65,1059860,0,120,0,7.25,1.8125,112.75,118.9375,127.25,122.5625,120.75,1.1,12.5,10.3
421,508,Stoutland,Normal,,64,93,83,75,110,90,1059860,1,45,0,10,2.5,35,43.5,55,48.5,46,1.2,13,9
422,519,Pidove,Normal,Flying,20,30,90,25,55,50,1059860,0,255,0,5.25,1.3125,249.75,253.9375,260.25,256.5625,255.25,0.8,15,23.4
423,520,Tranquill,Normal,Flying,40,60,130,25,77,62,1059860,0,120,0,6.95,1.7375,113.05,119.0125,126.95,122.4875,120.75,1.6,30.6,12
424,521,Unfezant,Normal,Flying,99,72,87,51,115,80,1059860,1,45,0,9.75,2.4375,35.25,44.3125,54.75,49.1875,46.75,2,100,25
425,524,Roggenrola,Rock,,75,95,90,65,75,85,1059860,0,255,0,8,2,247,252.5,263,256.5,254.5,0.6,1,2.8
426,525,Boldore,Rock,,65,75,60,75,105,105,1059860,0,120,0,10.5,2.625,109.5,117.375,130.5,122.625,120,1.2,47,32.6
427,526,Gigalith,Rock,,65,115,60,115,135,130,1059860,1,45,0,13.25,3.3125,31.75,41.9375,58.25,48.5625,45.25,1.2,49,34
428,532,Timburr,Fighting,,95,23,48,23,80,55,1059860,0,180,0,6.75,1.6875,173.25,179.5625,186.75,182.9375,181.25,0.6,14,38.9
429,533,Gurdurr,Fighting,,50,50,50,50,105,85,1059860,0,90,0,9.5,2.375,80.5,88.625,99.5,93.375,91,0.7,16.8,34.3
430,534,Conkeldurr,Fighting,,80,80,80,80,140,95,1059860,1,45,0,11.75,2.9375,33.25,44.3125,56.75,50.1875,47.25,1.5,256.5,114
431,535,Tympole,Water,,80,120,80,100,50,40,1059860,0,255,0,4.5,1.125,250.5,254.375,259.5,256.625,255.5,2.1,350.2,79.4
432,536,Palpitoad,Water,Ground,70,55,50,25,65,55,1059860,0,120,0,6,1.5,114,119,126,122,120.5,0.8,39.5,61.7
433,537,Seismitoad,Water,Ground,90,75,70,45,95,75,1059860,1,45,0,8.5,2.125,36.5,43.875,53.5,48.125,46,1.1,87.6,72.4
434,540,Sewaddle,Bug,Grass,110,95,90,65,53,70,1059860,0,255,0,6.15,1.5375,248.85,252.6125,261.15,255.6875,254.15,1.4,150.6,76.8
435,541,Swadloon,Bug,Grass,35,74,55,32,63,90,1059860,0,120,0,7.65,1.9125,112.35,116.7375,127.65,120.5625,118.65,0.4,52.5,328.1
436,542,Leavanny,Bug,Grass,55,94,75,52,103,80,1059860,1,45,0,9.15,2.2875,35.85,43.8625,54.15,48.4375,46.15,1.7,27,9.3
437,543,Venipede,Bug,Poison,55,114,75,52,45,59,1059860,0,255,0,5.2,1.3,249.8,253,260.2,255.6,254.3,1.8,22.6,7
438,544,Whirlipede,Bug,Poison,100,45,65,55,55,99,1059860,0,120,0,7.7,1.925,112.3,115.875,127.7,119.725,117.8,1,23.4,23.4
439,545,Scolipede,Bug,Poison,43,40,65,97,100,89,1059860,1,45,0,9.45,2.3625,35.55,43.1875,54.45,47.9125,45.55,0.6,8.7,24.2
440,551,Sandile,Ground,Dark,45,40,30,50,72,35,1059860,0,180,0,5.35,1.3375,174.65,180.5125,185.35,183.1875,181.85,0.6,42.1,116.9
441,552,Krokorok,Ground,Dark,65,60,50,50,82,45,1059860,0,90,0,6.35,1.5875,83.65,90.2625,96.35,93.4375,91.85,1.1,110.5,91.3
442,553,Krookodile,Ground,Dark,95,110,80,100,117,80,1059860,1,45,0,9.85,2.4625,35.15,44.3875,54.85,49.3125,46.85,1.5,102.6,45.6
443,554,Darumaka,Fire,,95,120,90,120,90,45,1059860,0,120,0,6.75,1.6875,113.25,120.5625,126.75,123.9375,122.25,1.8,112.6,34.8
444,554,Galarian Darumaka,Ice,,40,35,60,30,90,45,1059860,0,120,0,6.75,1.6875,113.25,120.5625,126.75,123.9375,122.25,0.6,95.2,264.4
445,555,Darmanitan,Fire,,60,55,80,50,140,55,1059860,0,60,0,9.75,2.4375,50.25,61.8125,69.75,66.6875,64.25,1.2,202.5,140.6
446,555,Darmanitan Zen-Mode,Fire,Psychic,80,95,90,70,30,105,1059860,0,60,0,6.75,1.6875,53.25,54.5625,66.75,57.9375,56.25,1.6,550,214.8
447,555,Galarian Darmanitan,Ice,,80,105,110,110,140,55,1059860,0,60,0,9.75,2.4375,50.25,61.8125,69.75,66.6875,64.25,2.5,942.9,150.9
448,555,Galarian Darmanitan Zen-Mode,Ice,Fire,80,50,100,50,160,55,1059860,0,60,0,10.75,2.6875,49.25,62.5625,70.75,67.9375,65.25,1.7,230,79.6
449,570,Zorua,Dark,,80,100,200,50,65,40,1059860,0,75,0,5.25,1.3125,69.75,74.9375,80.25,77.5625,76.25,1.8,175,54
450,571,Zoroark,Dark,,80,75,150,50,105,60,1059860,1,45,0,8.25,2.0625,36.75,45.1875,53.25,49.3125,47.25,1.9,205,56.8
451,574,Gothita,Psychic,,80,110,130,110,30,50,1059860,0,200,0,4,1,196,198,204,200,199,1.4,40,20.4
452,575,Gothorita,Psychic,,80,140,150,110,45,70,1059860,0,100,0,5.75,1.4375,94.25,97.3125,105.75,100.1875,98.75,1.8,52,16
453,576,Gothitelle,Psychic,,80,130,110,110,55,95,1059860,1,50,0,7.5,1.875,42.5,46.125,57.5,49.875,48,2,60,15
454,577,Solosis,Psychic,,80,160,120,110,30,40,1059860,0,200,0,3.5,0.875,196.5,198.625,203.5,200.375,199.5,2.3,70,13.2
455,578,Duosion,Psychic,,100,150,140,90,40,50,1059860,0,100,0,4.5,1.125,95.5,98.375,104.5,100.625,99.5,4.5,352,17.4
456,579,Reuniclus,Psychic,,100,180,160,90,65,75,1059860,1,50,0,7,1.75,43,47.75,57,51.25,49.5,9.8,430,4.5
457,599,Klink,Steel,,100,100,90,90,55,70,1059860,0,130,0,6.25,1.5625,123.75,127.6875,136.25,130.8125,129.25,3.5,950,77.6
458,600,Klang,Steel,,100,150,90,90,80,95,1059860,0,60,0,8.75,2.1875,51.25,57.0625,68.75,61.4375,59.25,5,999.7,40
459,601,Klinklang,Steel,,105,150,90,95,100,115,1059860,1,30,0,10.75,2.6875,19.25,26.5625,40.75,31.9375,29.25,7,206.5,4.2
460,607,Litwick,Ghost,Fire,105,180,100,115,30,55,1059860,0,190,0,4.25,1.0625,185.75,187.6875,194.25,189.8125,188.75,10.8,392,3.4
461,608,Lampent,Ghost,Fire,100,100,100,100,40,60,1059860,0,90,0,5,1.25,85,87.75,95,90.25,89,0.3,1.1,12.2
462,609,Chandelure,Ghost,Fire,50,150,50,150,55,90,1059860,1,45,0,7.25,1.8125,37.75,41.4375,52.25,45.0625,43.25,1.7,60.8,21
463,619,Mienfoo,Fighting,,50,70,160,90,85,50,1059860,0,180,0,6.75,1.6875,173.25,180.0625,186.75,183.4375,181.75,1.7,60.8,21
464,620,Mienshao,Fighting,,50,180,20,150,125,60,1059860,1,45,0,9.25,2.3125,35.75,45.9375,54.25,50.5625,48.25,1.7,60.8,21
465,650,Chespin,Grass,,50,95,90,180,61,65,1059860,0,45,0,6.3,1.575,38.7,43.225,51.3,46.375,44.8,1.7,60.8,21
466,651,Quilladin,Grass,,55,45,55,31,78,95,1059860,0,45,0,8.65,2.1625,36.35,41.9875,53.65,46.3125,44.15,0.4,10.2,63.8
467,652,Chesnaught,Grass,Fighting,75,55,65,36,107,122,1059860,1,45,0,11.45,2.8625,33.55,41.3875,56.45,47.1125,44.25,1.1,97,80.2
468,653,Fennekin,Fire,,95,75,85,56,45,40,1059860,0,45,0,4.25,1.0625,40.75,44.1875,49.25,46.3125,45.25,2.2,310,64
469,654,Braixen,Fire,,44,58,44,61,59,58,1059860,0,45,0,5.85,1.4625,39.15,43.5875,50.85,46.5125,45.05,0.5,6.2,24.8
470,655,Delphox,Fire,Psychic,64,78,52,81,69,72,1059860,1,45,0,7.05,1.7625,37.95,43.0875,52.05,46.6125,44.85,0.9,22,27.2
471,656,Froakie,Water,,76,104,71,108,56,40,1059860,0,45,0,4.8,1.2,40.2,44.6,49.8,47,45.8,1.2,55,38.2
472,657,Frogadier,Water,,53,61,56,40,63,52,1059860,0,45,0,5.75,1.4375,39.25,44.1125,50.75,46.9875,45.55,0.4,5.2,32.5
473,658,Greninja,Water,Dark,64,81,76,50,95,67,1059860,1,45,0,8.1,2.025,36.9,44.375,53.1,48.425,46.4,0.8,23,35.9
474,658,Ash-Greninja,Water,Dark,84,111,101,60,145,67,1059860,1,45,0,10.6,2.65,34.4,46.25,55.6,51.55,48.9,1.7,84.5,29.2
475,661,Fletchling,Normal,Flying,40,30,30,60,50,43,1059860,0,255,0,4.65,1.1625,250.35,254.1875,259.65,256.5125,255.35,0.3,2,22.2
476,662,Fletchinder,Fire,Flying,55,40,40,80,73,55,1059860,0,120,0,6.4,1.6,113.6,119.3,126.4,122.5,120.9,0.6,15.5,43.1
477,663,Talonflame,Fire,Flying,85,50,60,100,81,71,1059860,1,45,0,7.6,1.9,37.4,43.6,52.6,47.4,45.5,1.2,24.9,17.3
478,667,Litleo,Fire,Normal,59,35,40,31,50,58,1059860,0,220,0,5.4,1.35,214.6,218.25,225.4,220.95,219.6,0.5,20,80
479,668,Pyroar,Fire,Normal,79,55,60,71,68,72,1059860,1,65,0,7,1.75,58,63.05,72,66.55,64.8,1,31.5,31.5
480,722,Rowlet,Grass,Flying,37,25,41,25,55,55,1059860,0,45,0,5.5,1.375,39.5,43.625,50.5,46.375,45,0.3,2.2,24.4
481,723,Dartrix,Grass,Flying,77,55,51,65,75,75,1059860,0,45,0,7.5,1.875,37.5,43.125,52.5,46.875,45,1,25.5,25.5
482,724,Decidueye,Grass,Ghost,45,40,34,45,107,75,1059860,1,45,0,9.1,2.275,35.9,44.325,54.1,48.875,46.6,0.5,9.5,38
483,725,Litten,Fire,,60,60,49,60,65,40,1059860,0,45,0,5.25,1.3125,39.75,44.9375,50.25,47.5625,46.25,0.9,30.5,37.7
484,726,Torracat,Fire,,80,95,79,70,85,50,1059860,0,45,0,6.75,1.6875,38.25,45.0625,51.75,48.4375,46.75,1.4,42,21.4
485,727,Incineroar,Fire,Dark,40,50,70,55,115,90,1059860,1,45,0,10.25,2.5625,34.75,43.6875,55.25,48.8125,46.25,0.2,1.2,30
486,728,Popplio,Water,,60,125,105,90,54,54,1059860,0,45,0,5.4,1.35,39.6,43.65,50.4,46.35,45,0.9,14.5,17.9
487,729,Brionne,Water,,67,30,30,58,69,69,1059860,0,45,0,6.9,1.725,38.1,43.275,51.9,46.725,45,0.9,31.5,38.9
488,730,Primarina,Water,Fairy,97,65,50,58,74,74,1059860,1,45,0,7.4,1.85,37.6,43.15,52.4,46.85,45,1.6,102.5,40
489,761,Bounsweet,Grass,,30,42,88,30,30,38,1059860,0,235,0,3.4,0.85,231.6,233.75,238.4,235.45,234.6,0.5,57,228
490,762,Steenee,Grass,,60,47,138,30,40,48,1059860,0,120,0,4.4,1.1,115.6,118.5,124.4,120.7,119.6,1.3,149.5,88.5
491,763,Tsareena,Grass,,40,29,45,36,120,98,1059860,1,45,0,10.9,2.725,34.1,43.375,55.9,48.825,46.1,0.2,3.4,85
492,774,Minior Meteor Form,Rock,Flying,60,79,105,36,60,100,1059860,0,30,0,8,2,22,26,38,30,28,0.5,6.5,26
493,774,Minior Core Form,Rock,Flying,60,59,85,36,100,60,1059860,0,30,0,8,2,22,30,38,34,32,0.5,6.5,26
494,810,Grookey,Grass,,60,69,95,36,65,50,1059860,0,45,0,5.75,1.4375,39.25,44.3125,50.75,47.1875,45.75,0.5,6.5,26
495,811,Thwackey,Grass,,70,94,50,66,85,70,1059860,0,45,0,7.75,1.9375,37.25,43.8125,52.75,47.6875,45.75,0.9,23.3,28.8
496,812,Rillaboom,Grass,,30,30,42,70,125,90,1059860,1,45,0,10.75,2.6875,34.25,44.0625,55.75,49.4375,46.75,0.3,5.5,61.1
497,813,Scorbunny,Fire,,70,80,102,40,71,40,1059860,0,45,0,5.55,1.3875,39.45,45.1625,50.55,47.9375,46.55,1.2,38.5,26.7
498,814,Raboot,Fire,,60,45,90,95,86,60,1059860,0,45,0,7.3,1.825,37.7,44.475,52.3,48.125,46.3,0.4,3.9,24.4
499,815,Cinderace,Fire,,55,60,30,85,116,75,1059860,1,45,0,9.55,2.3875,35.45,44.6625,54.55,49.4375,47.05,0.7,29.5,60.2
500,816,Sobble,Water,,85,85,50,115,40,40,1059860,0,45,0,4,1,41,44,49,46,45,1.1,33.5,27.7
501,817,Drizzile,Water,,45,62,53,35,60,55,1059860,0,45,0,5.75,1.4375,39.25,43.8125,50.75,46.6875,45.25,0.4,3.3,20.6
502,818,Inteleon,Water,,70,87,78,85,85,65,1059860,1,45,0,7.5,1.875,37.5,44.125,52.5,47.875,46,0.5,9.3,37.2
503,821,Rookidee,Flying,,76,57,62,34,47,35,1059860,0,255,0,4.1,1.025,250.9,254.575,259.1,256.625,255.6,0.3,6.3,70
504,822,Corvisquire,Flying,,111,92,82,39,67,55,1059860,0,120,0,6.1,1.525,113.9,119.075,126.1,122.125,120.6,0.9,29.9,36.9
505,823,Corviknight,Flying,Steel,75,60,66,115,87,105,1059860,1,45,0,9.6,2.4,35.4,41.7,54.6,46.5,44.1,1.2,20.3,14.1
506,837,Rolycoly,Rock,,90,60,44,70,40,50,1059860,0,255,0,4.5,1.125,250.5,253.375,259.5,255.625,254.5,0.4,1.2,7.5
507,838,Carkol,Rock,Fire,150,90,54,80,60,90,1059860,0,120,0,7.5,1.875,112.5,116.625,127.5,120.375,118.5,1.2,15,10.4
508,839,Coalossal,Rock,Fire,55,44,56,85,80,120,1059860,1,45,0,10,2.5,35,40.5,55,45.5,43,0.4,5.5,34.4
509,848,Toxel,Electric,Poison,65,54,96,105,38,35,1059860,0,75,0,3.65,0.9125,71.35,74.2375,78.65,76.0625,75.15,1.2,33.3,23.1
510,849,Toxtricity,Electric,Poison,65,54,96,135,98,70,1059860,0,45,0,8.4,2.1,36.6,44.3,53.4,48.5,46.4,1.3,28.3,16.7
511,852,Clobbopus,Fighting,,60,105,105,105,68,60,1059860,0,180,0,6.4,1.6,173.6,178.8,186.4,182,180.4,0.9,4.4,5.4
512,853,Grapploct,Fighting,,100,105,52,71,118,90,1059860,1,45,0,10.4,2.6,34.6,43.8,55.4,49,46.4,0.9,27.3,33.7
513,10,Caterpie,Bug,,49,42,37,85,30,35,1000000,0,255,0,3.25,0.8125,251.75,253.9375,258.25,255.5625,254.75,0.5,3.9,15.6
514,11,Metapod,Bug,,71,64,59,112,20,55,1000000,0,120,0,3.75,0.9375,116.25,117.3125,123.75,119.1875,118.25,1,43.8,43.8
515,12,Butterfree,Bug,Flying,45,65,50,45,45,50,1000000,1,45,0,4.75,1.1875,40.25,43.5625,49.75,45.9375,44.75,0.2,0.6,15
516,13,Weedle,Bug,Poison,63,41,41,74,35,30,1000000,0,255,0,3.25,0.8125,251.75,254.4375,258.25,256.0625,255.25,0.4,19.2,120
517,14,Kakuna,Bug,Poison,103,71,61,84,25,50,1000000,0,120,0,3.75,0.9375,116.25,117.8125,123.75,119.6875,118.75,1,38,38
518,15,Beedrill,Bug,Poison,57,24,86,23,90,40,1000000,1,45,0,6.5,1.625,38.5,45.875,51.5,49.125,47.5,0.5,60.5,242
519,15,Mega Beedrill,Bug,Poison,67,79,116,33,150,40,1000000,1,45,0,9.5,2.375,35.5,48.125,54.5,52.875,50.5,1.3,187,110.7
520,19,Rattata,Normal,,50,10,45,10,56,35,1000000,0,255,0,4.55,1.1375,250.45,254.9125,259.55,257.1875,256.05,0.5,15,60
521,19,Alolan Rattata,Dark,Normal,20,70,90,60,56,35,1000000,0,255,0,4.55,1.1375,250.45,254.9125,259.55,257.1875,256.05,0.6,13,36.1
522,20,Raticate,Normal,,100,15,65,30,81,60,1000000,1,127,0,7.05,1.7625,119.95,126.2875,134.05,129.8125,128.05,0.6,24.4,67.8
523,20,Alolan Raticate,Dark,Normal,76,92,42,91,71,70,1000000,1,127,0,7.05,1.7625,119.95,125.2875,134.05,128.8125,127.05,0.5,1.9,7.6
524,21,Spearow,Normal,Flying,50,92,108,35,60,30,1000000,0,255,0,4.5,1.125,250.5,255.375,259.5,257.625,256.5,1,108,108
525,22,Fearow,Normal,Flying,58,40,45,42,90,65,1000000,1,90,0,7.75,1.9375,82.25,89.3125,97.75,93.1875,91.25,0.7,20.5,41.8
526,23,Ekans,Poison,,68,50,55,82,60,44,1000000,0,255,0,5.2,1.3,249.8,254.5,260.2,257.1,255.8,1.4,56,28.6
527,24,Arbok,Poison,,108,80,85,102,95,69,1000000,1,90,0,8.2,2.05,81.8,89.25,98.2,93.35,91.3,1.9,95,26.3
528,25,Pikachu,Electric,,108,120,95,92,55,40,1000000,0,190,0,4.75,1.1875,185.25,189.5625,194.75,191.9375,190.75,1.9,95,26.3
529,26,Raichu,Electric,,135,40,85,5,90,55,1000000,1,75,0,7.25,1.8125,67.75,74.9375,82.25,78.5625,76.75,0.6,105,291.7
530,26,Alolan Raichu,Electric,Psychic,40,35,40,60,85,50,1000000,1,75,0,6.75,1.6875,68.25,75.0625,81.75,78.4375,76.75,0.7,20.2,41.2
531,27,Sandshrew,Ground,,70,115,70,90,75,85,1000000,0,255,0,8,2,247,252.5,263,256.5,254.5,1.2,54,37.5
532,27,Alolan Sandshrew,Ice,Steel,70,140,70,112,75,90,1000000,0,255,0,8.25,2.0625,246.75,252.1875,263.25,256.3125,254.25,1.3,57.5,34
533,28,Sandslash,Ground,,68,38,42,32,100,110,1000000,1,90,0,10.5,2.625,79.5,86.875,100.5,92.125,89.5,0.8,49.5,77.3
534,28,Alolan Sandslash,Ice,Steel,108,68,72,47,100,120,1000000,1,90,0,11,2.75,79,86.25,101,91.75,89,2,300,75
535,37,Vulpix,Fire,,40,30,55,65,41,40,1000000,0,190,0,4.05,1.0125,185.95,189.0375,194.05,191.0625,190.05,0.8,12,18.8
536,37,Alolan Vulpix,Ice,,70,60,75,95,41,40,1000000,0,190,0,4.05,1.0125,185.95,189.0375,194.05,191.0625,190.05,1.3,61.5,36.4
537,38,Ninetales,Fire,,48,61,40,50,76,75,1000000,1,75,0,7.55,1.8875,67.45,73.1625,82.55,76.9375,75.05,0.7,23,46.9
